,name,text,date
28,Michael Palin," What's happening, Vera? ",1969-12-21 05:33:35
29,Terry Jones," Oh, er, nothing dear. It's just the toilet filling 
            up. ",1969-12-21 08:22:09
30,Michael Palin, Righto. ,1969-12-21 08:33:47
31,Michael Palin, Yes ... right and right again. ,1969-12-21 09:53:03
32,Michael Palin, Righto. ,1969-12-21 10:02:23
33,Terry Jones, Oh. The Herman Rodrigues Four! ,1969-12-21 10:23:37
34,Michael Palin, >Vera! ,1969-12-21 10:34:49
35,Terry Jones," Oh no, dear... it was just the electric blanket 
            switching off. ",1969-12-21 10:59:08
36,Michael Palin, Hm. Well I'm going for a tinkle. ,1969-12-21 12:40:35
37,Terry Jones," Oh no you can't do that. Here, we haven't finished 
            the sketch yet! ",1969-12-21 15:09:53
39,Eric Idle, Don't talk to the camera. ,1969-12-21 18:59:52
40,Terry Jones," Here it's no good you coming in ... He's gone and 
            left the sketch. ",1969-12-21 19:18:32
41,Graham Chapman," Yes, he went for a tinkle. ",1969-12-21 20:31:43
42,Michael Palin," Sh! I think my wife is beginning to suspect 
            something... ",1969-12-21 21:37:23
0,Michael Palin, Have you finished in there yet? ,1969-12-21 21:52:26
1,John Cleese," Dear Sir, I object strongly to the 
            obvious lavatorial turn this show has already taken. Why do we never 
            hear about the good things in Britain, like Mary Bignall's wonderful 
            jump in 1964? Yours etc., Ken Voyeur. ",1969-12-21 22:03:15
2,Eric Idle," Dear Sir, I object strongly to the 
            obvious athletic turn this show has now taken. Why can't we hear 
            more about the human body? There is nothing embarrassing or nasty 
            about the human body except for the intestines and bits of the 
            bottom. ",1969-12-21 22:24:38
3,Michael Palin," Dear Sir, I object strongly to the 
            letters on your program. They are clearly not written by the general 
            public and are merely included for a cheap laugh. Yours sincerely 
            etc., William Knickers. ",1969-12-21 22:37:30
0,Graham Chapman," 1348. The Black Death, typhus, cholera, 
            consumption, bubonic plague. ",1969-12-21 22:38:49
1,Eric Idle," Ah, those were the days... ",1969-12-21 23:15:46
2,Graham Chapman," Now I'm... I'm... Now I'm not prepared to go on 
            with this, unless these interruptions cease. All fight? Right. The 
            devastating effect of these, em... ",1969-12-22 00:02:07
3,Graham Chapman, ,1969-12-22 00:02:39
4,Terry Jones, ,1969-12-22 01:34:59
0,John Cleese," This house is surrounded. I'm afraid I 
            must not ask anyone to leave the room. No, I must ask nobody ... no, 
            I must ask everybody to... I must not ask anyone to leave the room. 
            No one must be asked by me to leave the room. No, no one must ask 
            the room to leave. I ... I ... ask the room shall by someone be 
            left. Not. Ask nobody the room somebody leave shall I. Shall I leave 
            the room? Everyone must leave the room... as it is... with them in 
            it. Phew. Understand? ",1969-12-22 02:16:38
1,John Cleese, ,1969-12-22 03:13:17
2,John Cleese, ,1969-12-22 03:49:24
4,John Cleese," Elementary. Since the body was found in 
            this room, and no one has left it. Therefore ... the murderer must 
            be somebody in this room. ",1969-12-22 07:39:17
5,Graham Chapman, What body? ,1969-12-22 07:52:57
6,John Cleese," Somebody. In this room. Must the murderer 
            be. The murderer of the body is somebody in this room, which nobody 
            must leave... leave the body in the room not to be left by anybody. 
            Nobody leaves anybody or the body with somebody. Everybody who is 
            anybody shall leave the body in the room body. Take the tablets 
            Tiger. Anybody ",1969-12-22 09:24:49
7,John Cleese," That's better, now I'm Inspector Tiger and I 
            must ask that nobody leave the room. ",1969-12-22 09:52:28
8,Graham Chapman," Look, there hasn't been a murder. ",1969-12-22 11:17:38
9,John Cleese, No murder. ,1969-12-22 13:16:13
10,John Cleese," Oh. I don't like it. It's too simple, too 
            clear cut. I'd better wait. ",1969-12-22 13:29:49
11,Eric Idle," This house is surrounded. I must ask that no one 
            leave the room. I'm Chief Superintendent Lookout. ",1969-12-22 13:58:16
13,Eric Idle, ,1969-12-22 14:35:37
15,Eric Idle, I'm sorry? ,1969-12-22 16:32:13
17,Eric Idle," . .. I'm afraid I don't follow that at all. Ah 
            ha. The body. So the murderer must be somebody in this room. Unless 
            he had very long arms. Say thirty or forty feet. I think we can 
            discount that one. Ha, ha, ha, ",1969-12-22 19:18:33
18,Terry Jones," All right... all right, the house is 
            surrounded and nobody leave the room and all the rest of it. Allow 
            me to introduce myself. I'm Assistant Chief Constable 
            Theresamanbehindyer. ",1969-12-22 19:27:12
19,Terry Jones," Ah, you're not going to catch me with 
            an old one like that. Right let's reconstruct the crime. Constable 
            you be Inspector Tiger. ",1969-12-22 19:54:34
20,Michael Palin," Right, sir. Nobody leave the room ask shall - 
            somebody I leave nobody in the room body shall, take the tablets 
            Tigerbody. Alself me to my duce introlow left body in the roomself.
            ",1969-12-22 20:10:47
21,Terry Jones," Very good. Just sit down there. Right 
            now we'll pretend the lights have gone out. Constable, you scream.
            ",1969-12-22 21:47:26
22,Terry Jones," We're interrupting this sketch but 
            we'll be bringing you back the moment' anything interesting happens. 
            Meanwhile here are some friends of mine. ",1969-12-22 21:51:32
23,Graham Chapman," Dear Sir, I'm sorry this letter is late, it 
            should have come at the beginning of the program. Yours, Ivor 
            Bigbottle, ",1969-12-22 23:23:57
0,Eric Idle," From the plastic arts we turn to football. 
            Last night in the Stadium of Light, Jarrow, we witnessed the 
            resuscitation of a great footballing tradition, when Jarrow United 
            came of age, in a European sense, with an almost Proustian display 
            of modern existentialist football. Vimally annihilating by midfield 
            moral argument the now surely obsolescent catennachio defensive 
            philosophy of Signor Alberto Fanffino. Bologna indeed were a side 
            intellectually out argued by a Jarrow team thrusting and bursting 
            with aggressive Kantian positivism and outstanding in this fine 
            Jarrow team was my man of the match, the arch-thinker, free 
            scheming, scarcely ever to be curbed, midfield coguoscento, Jimmy 
            Buzzard. ",1969-12-23 00:14:34
1,John Cleese, Good evening Brian. ,1969-12-23 00:36:42
2,Eric Idle," Jimmy, at least one ageing football 
            commentator was gladdened last night by the sight of an English 
            footballer breaking free of the limpid tentacles of packed 
            Mediterranean defense. ",1969-12-23 01:53:37
3,John Cleese, Good evening Brian. ,1969-12-23 03:45:47
4,Eric Idle," Were you surprised at the way the Italian 
            ceded midfield dominance so early on in the game? ",1969-12-23 03:47:41
5,John Cleese, Well Brian... I'm opening a boutique. ,1969-12-23 06:24:02
6,Eric Idle," This is of course symptomatic of a new breed 
            of footballer as it is indeed symptomatic of your whole genre of 
            player, is it not? ",1969-12-23 07:39:36
7,John Cleese, Good evening Brian. ,1969-12-23 08:07:46
8,Eric Idle," What I'm getting at, Jimmy, is you seem to 
            have discovered a new concept with a mode in which you dissected the 
            Italian defense, last night. ",1969-12-23 09:04:01
9,John Cleese, ,1969-12-23 09:05:07
10,Eric Idle," Do you think Jarrow will adopt a more 
            defensive posture for the first leg of the next tie in Turkey? ",1969-12-23 10:09:40
11,John Cleese, ,1969-12-23 11:28:07
12,Eric Idle," Yes, yes - but have you any plans for dealing 
            with the free-scoring Turkish forwards? ",1969-12-23 11:44:14
13,John Cleese, Well Brian... I'm opening a boutique. ,1969-12-23 13:48:38
14,Terry Jones," And now let's take a look at the state 
            of play in the detective sketch. ",1969-12-23 14:16:52
15,Michael Palin, Alself me to introlow mybody... ,1969-12-23 15:01:39
0,Michael Palin," Hello, good evening, and welcome to yet another 
            edition of 'Interesting People'. And my first interesting person 
            tonight is the highly interesting Mr. Howard Stools from Kendal in 
            Westmorland. ",1969-12-23 15:06:13
1,Michael Palin, Good evening Mr. Stools. ,1969-12-23 16:16:21
2,Michael Palin," Mr. Stools, what makes you particularly 
            interesting? ",1969-12-23 16:46:57
3,Michael Palin," Well that's extremely interesting, thank you for 
            coming along on the show tonight Mr. Stools. ",1969-12-23 17:40:46
4,Michael Palin, ,1969-12-23 18:28:11
5,Michael Palin," Mr. All Bayan, stark raving mad. Now it's time 
            for our music spot and we turn the spotlight tonight on the Rachel 
            Toovey Bicycle Choir, ",1969-12-23 20:29:07
6,Michael Palin," The Rachel Toovey Bicycle Choir. Really 
            interesting. Remember, if you're interesting and want to appear on 
            this program, write your name and address and your telephone number 
            and send it to this address: ",1969-12-23 21:43:40
7,Michael Palin," Well, you can't get much more interesting than 
            that, or can you? With me now is Mr. Thomas Walters of West 
            Hartlepool who is totally invisible. Good evening, Mr. Walters. ",1969-12-23 21:57:32
8,Eric Idle, ,1969-12-23 22:08:49
9,Michael Palin," Mr. Walters, are you sure you're invisible? ",1969-12-23 22:43:24
10,Eric Idle," Oh yes, most certainly. ",1969-12-23 23:28:07
11,Michael Palin," Well, Mr. Walters, what's it like being 
            invisible? ",1969-12-24 01:42:31
12,Eric Idle, ,1969-12-24 02:51:49
13,Michael Palin," Well, whilst we've got interesting people, we met 
            Mr. Oliver Cavendish who... ",1969-12-24 04:40:23
14,Eric Idle, ,1969-12-24 05:26:05
15,Michael Palin," Mr. Oliver Cavendish of Leicester, who claims to 
            be able to recite the entire Bible in one second, whilst being 
            struck on the head with a large axe. Ha, ha, wow. We've since 
            discovered that he was a fraud, yes a fraud, he did not in fact 
            recite the entire Bible he merely recited the first two words, 'In 
            the...' before his death. ",1969-12-24 05:47:03
16,Michael Palin," (voice over) Now it's time for 'Interesting 
            Sport', and this week it's all-in cricket, live from the Municipal 
            Baths, Croydon. ",1969-12-24 07:13:28
17,Michael Palin," With me now is Mr. Ken Dove, twice voted the most 
            interesting man in Dotking. Ken, I believe you're interested in 
            shouting. ",1969-12-24 07:14:45
18,John Cleese, ,1969-12-24 08:09:39
19,Michael Palin, What does your wife think of this? ,1969-12-24 08:59:02
20,John Cleese, Shut up! ,1969-12-24 09:23:30
21,Eric Idle," ... At parties for instance people never come up 
            to me, I just sit there and everybody totally... ",1969-12-24 10:00:01
22,Michael Palin," That is Tiddles, I believe? ",1969-12-24 12:37:27
23,Terry Jones," Yes, this is, this is Tiddles. ",1969-12-24 12:47:59
24,Michael Palin," Yes, and what does she do? ",1969-12-24 12:48:12
25,Terry Jones," She flies across the studio and lands in a bucket of 
            water. ",1969-12-24 13:00:42
26,Michael Palin, By herself? ,1969-12-24 13:27:55
27,Terry Jones," No, I fling her, ",1969-12-24 13:45:35
28,Michael Palin," Well that's extremely interesting, Ladies and 
            gentlemen - Mr. Don Savage and Tiddles. ",1969-12-24 14:51:17
29,John Cleese, ,1969-12-24 14:51:53
30,Eric Idle, ... for hour after hour... ,1969-12-24 15:10:22
31,Michael Palin," Yes, great, well now for the first lime on 
            television 'Interesting People' brings you a man who claims he can 
            send bricks to sleep by hypnosis. Mr. Keith Maniac from Guatemala.
            ",1969-12-24 15:41:26
32,Terry Jones, Good evening. ,1969-12-24 16:11:38
33,Michael Palin," Keith, you claim you can send bricks to sleep.
            ",1969-12-24 17:53:14
34,Terry Jones," Yes, that is correct, I can... ",1969-12-24 17:58:47
35,Michael Palin, Entirely by hypnosis. ,1969-12-24 18:02:42
36,Terry Jones," Yes ... I use no artificial means, whatsoever. ",1969-12-24 18:13:28
37,John Cleese, You've injured Mr. Stools! ,1969-12-24 18:20:01
38,Terry Jones, ,1969-12-24 20:35:35
39,Michael Palin," Well, we have a brick here, Keith. ",1969-12-24 22:27:27
40,Terry Jones," Oh ... Ah, well, I am afraid that is already 
            asleep. ",1969-12-24 22:30:36
41,Michael Palin, How do you know? ,1969-12-24 23:10:28
42,Terry Jones," Well, it's not moving .... ",1969-12-24 23:42:05
43,Michael Palin," Oh, I see - have we got a moving brick? Yes, 
            we've got a moving brick, Keith, it's coming over now. ",1969-12-25 00:03:49
44,Terry Jones," There we are, fast asleep. ",1969-12-25 00:07:23
45,Michael Palin," Very good, very good indeed. ",1969-12-25 00:23:04
46,Terry Jones, All done with the eyes. ,1969-12-25 00:49:30
47,Michael Palin," Yes, Mr. Keith Maniac from Guatemala. ",1969-12-25 00:57:32
48,John Cleese, ,1969-12-25 00:57:56
49,Michael Palin," Mr. Keith Maniac of Guatemala... and now four 
            tired undertakers. ",1969-12-25 01:27:44
50,John Cleese," I've fallen off my chair, Brian. ",1969-12-25 01:47:27
0,John Cleese, ,1969-12-25 02:58:07
1,John Cleese," To put England's social legislation in a 
            European context is Professor Gert Van Der Whoops of the Rijksmuseum 
            in the Hague. ",1969-12-25 03:00:27
2,Michael Palin, ,1969-12-25 03:07:28
3,Terry Jones, And now Professor R.J. Canning. ,1969-12-25 03:11:51
4,Graham Chapman, ,1969-12-25 04:55:34
5,Graham Chapman, ,1969-12-25 05:08:13
6,Graham Chapman, ,1969-12-25 05:44:43
7,Michael Palin," Because ... Drake ... was ... too ... clever 
            for... the German ... fleet. ",1969-12-25 07:11:51
8,Graham Chapman, ,1969-12-25 08:35:30
9,Michael Palin, ... Oh I've forgotten what I said now. ,1969-12-25 10:28:53
10,Graham Chapman, ,1969-12-25 11:18:32
11,Eric Idle," Well I rink ... we ... should ... reappraise 
            ... our concept of the ... Battle of Trafalgar. ",1969-12-25 12:07:52
12,Graham Chapman," Well... well... I agree with everything Mr. 
            Gumby says. ",1969-12-25 12:29:02
13,John Cleese," Well, I think cement is more interesting 
            than people think. ",1969-12-25 12:48:02
14,John Cleese, One subject... four different views ... ,1969-12-25 13:04:49
0,Graham Chapman," The stuff of history is indeed woven in the woof. 
            Pearl Harbor. There are pages in history's book which are written on 
            the grand scale. Events so momentous that they dwarf man and time 
            alike. And such is the Battle of Pearl Harbor, re-enacted for us now 
            by the women of Barley Townswomen's Guild.",1969-12-25 13:15:01
1,Graham Chapman, ,1969-12-25 14:01:30
2,Eric Idle," Well we've always been extremely interested in 
            modern drama ... we were of course the first Townswomen's Guild to 
            perform 'Camp On Blood Island', and last year we did our extremely 
            popular re-enactment of 'Nazi War Atrocities'. So this year we 
            thought we would like to do something in a lighter vein... ",1969-12-25 14:58:54
3,Graham Chapman, So you chose the Battle of Pearl Harbor? ,1969-12-25 18:03:56
4,Eric Idle," Yes, that's right, we did. ",1969-12-25 19:04:12
5,Graham Chapman," Well I can see you're all ready to go. So I'll 
            just wish you good luck in your latest venture. ",1969-12-25 20:06:07
6,Eric Idle," Thank you very much, young man. ",1969-12-25 20:24:13
7,Graham Chapman, ,1969-12-25 20:53:25
8,Graham Chapman," The Battle of Pearl Harbor. Incidentally, I'm 
            sorry if I got a little bit shitty earlier on in the program, when I 
            kept getting interrupted by all these films and things that kept 
            coming in, but I.,. ",1969-12-25 21:20:22
9,Graham Chapman," So I said if it happened again I'd get very angry 
            and talk to Lord Hill and...",1969-12-25 21:27:40
0,Eric Idle," Hey, did you see that? ",1969-12-25 21:33:54
1,John Cleese, Uhm? ,1969-12-25 21:35:17
2,Eric Idle, Did you see somebody go past the window? ,1969-12-25 23:33:48
3,John Cleese, What? ,1969-12-25 23:37:46
4,Eric Idle," Somebody just went past the window. That way.
            ",1969-12-26 00:01:17
5,John Cleese, ,1969-12-26 01:46:53
6,Eric Idle, Another one. ,1969-12-26 02:04:35
7,John Cleese, Huh? ,1969-12-26 04:59:40
8,Eric Idle, Another one just went past downwards. ,1969-12-26 05:22:40
9,John Cleese, What? ,1969-12-26 06:56:26
10,Eric Idle," Two people have just fallen out of that window 
            to their almost certain death. ",1969-12-26 07:16:12
11,John Cleese," Fine, fine. Fine. ",1969-12-26 07:55:40
12,Eric Idle, Look! Two people ,1969-12-26 08:06:58
13,John Cleese, Must be a board meeting. ,1969-12-26 10:00:21
14,Eric Idle, Oh yeah. ,1969-12-26 10:50:06
15,John Cleese," Oh, no, that was Robertson. ",1969-12-26 11:51:47
16,Eric Idle, Wilkins. ,1969-12-26 12:03:03
17,John Cleese, Robertson. ,1969-12-26 12:26:02
18,Eric Idle, Wilkins. ,1969-12-26 12:53:48
19,John Cleese, Robertson. ,1969-12-26 14:10:02
20,Eric Idle, That was Wilkins. ,1969-12-26 16:26:17
21,John Cleese," That was Wilkins. He was a good, good, er, 
            golfer, Wilkins. ",1969-12-26 16:38:49
22,Eric Idle," Very good golfer. Very good golfer. Rotten at 
            finance. It'll be Parkinson next. ",1969-12-26 16:50:38
23,John Cleese, Bet you it won't. ,1969-12-26 20:17:10
24,Eric Idle, How much. ,1969-12-26 20:23:57
25,John Cleese, What? ,1969-12-26 20:30:42
26,Eric Idle, How much do you bet it won't? Fiver? ,1969-12-26 21:01:25
27,John Cleese, All right. ,1969-12-26 22:13:58
28,Eric Idle, Done. ,1969-12-26 23:12:15
29,John Cleese, You're on. ,1969-12-26 23:58:05
30,Eric Idle, Fine. ,1969-12-27 00:25:35
31,John Cleese, Don't do it Parky. ,1969-12-27 00:40:40
32,Eric Idle, Come on Parky. Jump Parky. Jump. ,1969-12-27 01:22:50
33,John Cleese, Come on now be sensible Parky. ,1969-12-27 02:27:29
34,Graham Chapman," Dear Sir, I am writing to complain about that 
            sketch about people failing out of a high building. I have worked 
            all my life in such a building and have never once. ",1969-12-27 04:20:10
35,Eric Idle, Parkinson! ,1969-12-27 05:19:06
36,John Cleese, Johnson!,1969-12-27 06:36:29
0,Michael Palin," Good evening. Tonight 'Spectrum' 
            looks at one of the major problems in the world today - that old 
            vexed question of what is going on. Is there still time to confront 
            it, let alone solve it, or is it too late? What are the figures, 
            what are the facts, what do people mean when they talk about things? 
            Alexander Hardacre of the Economic Affairs Bureau. ",1969-12-27 06:45:49
1,Graham Chapman," In this graph, this column represents 
            23% of the population. This column represents 28% of the population, 
            and this column represents 43% of the population. ",1969-12-27 07:38:52
2,Michael Palin," Telling figures indeed, but what do 
            they mean to you, what do they mean to me, what do they mean to the 
            average man in the street? With me now is Professor Tiddles of Leeds 
            University... ",1969-12-27 07:48:19
3,Michael Palin," ... Professor, you've spent many 
            years researching into things, what do you think? ",1969-12-27 08:19:00
4,John Cleese, I think it's too early to tell. ,1969-12-27 09:01:24
5,Michael Palin," 'Too early to tell' ... too early to 
            say... it means the same thing. The word 'say' is the same as the 
            word 'tell'. They're not spelt the same, but they mean the same. 
            It's an identical situation, we have with 'ship' and 'boat' ",1969-12-27 09:34:21
6,Eric Idle," (ERIC) I can say nothing at this 
            point. ",1969-12-27 09:35:37
7,Michael Palin," Well, you were wrong... Professor?
            ",1969-12-27 09:53:11
8,John Cleese, Hello. ,1969-12-27 10:57:03
9,Michael Palin," Hello. So... where do we stand? Where 
            do we stand? Where do we sit? Where do we come? Where do we go? What 
            do we do? What do we say? What do we eat? What do we drink? What do 
            we think? What do we do? ",1969-12-27 15:04:57
0,Terry Jones," Hello, Mr. and Mrs. Johnson?",1969-12-27 15:31:23
1,Eric Idle," Yes, that's right. Yes.",1969-12-27 16:38:04
2,Terry Jones," Oh, come on in. Excuse me not shaking hands, 
            I've just been putting a bit of lard on the cat's boils. ",1969-12-27 17:51:57
3,Eric Idle, Thank you.,1969-12-27 18:07:39
4,Terry Jones," Oh, you must be tired. It's a long way from 
            Coventry, isn't it?",1969-12-27 19:01:36
5,Eric Idle," Well, we usually reckon on five and a half hours 
            and it took us six hours and 53 minutes, with the 25 minute stop at 
            Frampton Cottrell to stretch our legs; and we had to wait half an 
            hour to get onto the M5 at Droitwich.",1969-12-27 19:54:40
6,Terry Jones, Really?,1969-12-27 20:08:38
7,Eric Idle," Then there was a three mile queue just before 
            Bridgewater on the A38. We usually come round on the B3339, you see, 
            just before Bridgewater.",1969-12-27 21:11:17
8,Terry Jones, Yeah. Really?,1969-12-27 22:36:18
9,Eric Idle," We decided to risk it 'cause they always say 
            they're going to widen it there. Yes, well just by the intersection 
            there where the A372 joins up. There's plenty of room to widen it 
            there, there's only grass verges. They could get another six feet, 
            knock down that hospital. Then we took the coast road through 
            Williton - we got all the Taunton traffic on the A358 from Crowcombe 
            and Stogumber.",1969-12-27 22:36:53
10,Terry Jones, Well you must be dying for a cup of tea.,1969-12-27 23:23:45
11,Eric Idle," Well, wouldn't say no, long as it's warm and wet.",1969-12-27 23:25:44
12,Terry Jones," Well come on in the lounge, I'm just going to 
            serve afternoon tea.",1969-12-27 23:51:19
13,Eric Idle, Very nice.,1969-12-28 01:25:07
14,Terry Jones," Come on in, Mr. and Mrs. Johnson and meet Mr. 
            and Mrs. Phillips.",1969-12-28 01:28:14
16,Eric Idle, Good afternoon.,1969-12-28 02:40:56
17,Terry Jones," It's their third time here; we can't keep you 
            away, can we? And over there is Mr. Hilter.",1969-12-28 05:11:17
18,John Cleese," Ach. Ha! Gut time, er, gut afternoon.",1969-12-28 05:30:05
19,Terry Jones," Oho, planning a little excursion, eh, Mr. Hilter?",1969-12-28 07:00:35
20,John Cleese," Ja, ja, ve haff a little... ",1969-12-28 07:45:53
21,Michael Palin, Hiking.,1969-12-28 08:18:05
22,John Cleese," Ah yes, ve make a little *hike* for Bideford.",1969-12-28 09:31:41
23,Eric Idle," Ah yes. Well, you'll want the A39. Oh, no, you've 
            got the wrong map there. This is Stalingrad. You want the Ilfracombe 
            and Barnstaple section.",1969-12-28 10:28:35
24,John Cleese," Ah! Stalingrad! Ha ha ha, Heinri...Reginald, you 
            have the wrong map here you silly old leg-before-vicket English 
            person.",1969-12-28 13:51:04
25,Michael Palin," I'm sorry mein Fuhrer, mein (cough) mein Dickie 
            old chum.",1969-12-28 15:42:24
26,Terry Jones," Oh, lucky Mr. Johnson pointed that out. You 
            wouldn't have had much fun in Stalingrad, would you? Ha ha. ",1969-12-28 15:51:26
27,John Cleese," Not much fun in Stalingrad, no.",1969-12-28 16:49:42
28,Terry Jones," Oh I'm sorry. I didn't introduce you. This is 
            Ron. Ron Vibbentrop.",1969-12-28 18:05:37
29,Eric Idle," Oh, not Ron Vibbentrop, eh?",1969-12-28 18:16:32
30,Graham Chapman," Nein! Nein! Oh. Ha ha. Different other chap. I 
            in Somerset am being born. Ron Vibbentrop is born 
            Gotterdammerstrasse 46, Dusseldorf Vest 8.....so they say!",1969-12-28 18:30:53
31,Terry Jones," And this is the quiet one, Heinrich Bimmler.",1969-12-28 19:46:02
32,Michael Palin," Pleased to meet you, squire. I also am not of 
            Minehead being born but I in your Peterborough Lincolnshire was 
            given birth to. But am staying in Peterborough Lincolnshire house 
            all time during vor, due to jolly old running sores, and vos unable 
            to go in the streets or to go visit football matches or go to 
            Nuremburg. Ha ha. Am retired vindow cleaner and pacifist, without 
            doing war crimes. Oh...and am glad England vin Vorld Cup. Bobby 
            Charlton. Martin Peters. And eating I am lots of chips and fish and 
            hole in the toads and Dundee cakes on Piccadilly Line, don't you 
            know old chap, vot! And I vos head of Gestapo for ten years.",1969-12-28 21:12:18
33,Terry Jones," Oh, Mr. Bimmler. You do have us on! ",1969-12-29 00:21:19
34,Eric Idle," How long are you down here for, Mr. Hilter, just 
            the fortnight?",1969-12-29 00:23:10
35,John Cleese," Vot you ask that for, are you a spy? Get on 
            against the wall, Britischer Pig, you are going to die!",1969-12-29 01:20:57
36,Michael Palin," Take it easy, Dickie old chum!",1969-12-29 02:14:35
37,Graham Chapman," He's a bit on edge, Mr. Johnson, he hasn't 
            slept since 1945.",1969-12-29 02:48:56
38,John Cleese," Shut your cake-hole, you Nazi!",1969-12-29 03:15:34
39,Graham Chapman," Cool it, Fuhrer cat!",1969-12-29 04:26:09
40,Michael Palin," Ha ha, the fun we have!",1969-12-29 05:15:32
41,Eric Idle, Haven't I seen you on the television?,1969-12-29 06:09:18
42,Eric Idle," Simon Dee show, or was it Frosty?",1969-12-29 07:37:47
43,Terry Jones," Telephone, Mr. Hilter. It's Mr. McGoering from 
            the Bell and Compasses. He says he's found a place where you can 
            hire bombers by the hour...?",1969-12-29 09:22:08
44,John Cleese," If he opens his big mouth again, it's Lapschig 
            time!",1969-12-29 10:48:04
45,Michael Palin," Shut up! Ha ha, hire bombers! He's a joker, that 
            Scottish person.",1969-12-29 10:49:20
46,Graham Chapman, Good old Norman!,1969-12-29 11:16:03
47,Terry Jones, ,1969-12-29 12:16:45
48,Eric Idle," In business, is he?",1969-12-29 12:49:17
49,Michael Palin," Soon, baby!",1969-12-29 13:16:47
50,Terry Jones," Of course it's his big day Thursday. They've 
            been planning it for months.",1969-12-29 16:06:19
51,Eric Idle, What's happening Thursday then?,1969-12-29 16:09:20
52,Terry Jones," Well it's the North Minehead bye-election. Mr. 
            Hilter's standing as the National Bocialist. He's got wonderful 
            plans for Minehead!",1969-12-29 16:25:24
53,Eric Idle, Like what?,1969-12-29 16:52:01
54,Terry Jones," Well, for a start he wants to annex Poland.",1969-12-29 17:28:26
55,Eric Idle," North Minehead's Conservative, isn't it?",1969-12-29 18:16:05
56,Terry Jones," Well, yes, he gets a lot of people at his 
            rallies.",1969-12-29 19:01:43
57,John Cleese," I am not a racialist, but...and dis is a big 
            but...the National Bocialist party says that das ",1969-12-29 19:44:05
58,Michael Palin, Mr. Hilter ,1969-12-29 20:54:00
59,John Cleese," Und der Minehead ist nicht die letze (stream of 
            German)...in die Welt!",1969-12-29 21:54:17
60,Terry Jones," Oi don't loike the sound of these 'ere 
            Boncentration Bamps.",1969-12-29 21:58:38
61,Eric Idle," Well, I gave him my baby to kiss, and he bit it in 
            the head!",1969-12-29 22:05:30
62,Michael Palin, I THINK HE'S GOT BEAUTIFUL LEGS!,1969-12-29 23:01:51
63,Graham Chapman, ,1969-12-29 23:06:04
0,John Cleese, ,1969-12-29 23:06:18
1,Terry Jones," Good evening, I wish to report a burglary. ",1969-12-29 23:43:53
2,John Cleese," Speak up please, sir. ",1969-12-30 00:01:30
3,Terry Jones, I wish to report a burglary. ,1969-12-30 01:35:30
4,John Cleese," I can't hear you, sir. ",1969-12-30 02:53:51
5,Terry Jones, ,1969-12-30 06:19:25
6,John Cleese," That's a little bit too loud. Can you say 
            it just a little less loud than that? ",1969-12-30 06:29:10
7,Terry Jones, ,1969-12-30 07:26:02
8,John Cleese," No... I'm still not getting anything... 
            Er, could you try it in a higher register? ",1969-12-30 07:58:56
9,Terry Jones, What do you mean in a higher register? ,1969-12-30 07:59:33
10,John Cleese, What? ,1969-12-30 08:29:36
11,Terry Jones, ,1969-12-30 09:40:29
12,John Cleese," Ah! That's it, hang on a moment. ",1969-12-30 09:44:54
13,Terry Jones, ,1969-12-30 10:11:55
14,John Cleese, Report a what? ,1969-12-30 10:18:01
15,Terry Jones, ,1969-12-30 13:16:36
16,John Cleese," That's the exact frequency... now keep it 
            there. ",1969-12-30 13:52:23
17,Graham Chapman, ,1969-12-30 14:20:30
18,John Cleese, ,1969-12-30 14:26:12
19,Terry Jones," I was sitting at home with a friend of mine from 
            Camber Sands, when we heard a noise in the bedroom. We went to 
            investigate and found £5,000 stolen. ",1969-12-30 14:29:59
20,John Cleese," Well, I'm afraid I'm going off duty now 
            sir. Er, could you tell ",1969-12-30 14:51:35
21,John Cleese, Foster .... ,1969-12-30 15:20:41
22,Terry Jones, ,1969-12-30 15:32:48
23,Graham Chapman," Excuse me sir, but, 'ere why the funny 
            voice? ",1969-12-30 15:44:17
24,Terry Jones, ,1969-12-30 16:03:19
25,Graham Chapman," I'm terribly sorry... I can't hear you, 
            sir, could you try speaking in a lower register? ",1969-12-30 18:12:33
26,Terry Jones, What! Oh ,1969-12-30 18:17:57
27,Graham Chapman," £5,000.? That's serious, you'd better 
            speak to the detective inspector. ",1969-12-30 19:26:03
28,Eric Idle, ,1969-12-30 19:31:24
29,Graham Chapman, ,1969-12-30 20:11:03
30,Eric Idle, ,1969-12-30 20:59:35
31,Terry Jones, ,1969-12-30 22:30:29
32,Graham Chapman, ,1969-12-31 00:38:44
33,Eric Idle, ,1969-12-31 01:26:52
34,John Cleese, ,1969-12-31 03:31:35
35,Graham Chapman, ,1969-12-31 03:42:16
36,John Cleese, ,1969-12-31 04:50:06
37,Eric Idle, ,1969-12-31 04:51:11
38,Graham Chapman, ,1969-12-31 05:59:53
0,Graham Chapman," Now I understand that you want to marry my 
            daughter? ",1969-12-31 07:16:57
1,Michael Palin, ,1969-12-31 08:24:20
2,Graham Chapman," Yes, you realize of course that Rosaround is still 
            rather young? ",1969-12-31 08:57:44
4,Michael Palin, ,1969-12-31 10:10:11
5,Graham Chapman," Well I'm sure you know what I mean, Mr. ... er... 
            Mr... er .. er? ",1969-12-31 11:20:22
